onset	duration	trial_type	response_time	stim_file
0.0	8.0	fixation	NA	NA
8.0	3.9	quilted_speech	NA	NA
11.9	3.9	quilted_speech	NA	NA
15.8	3.9	quilted_speech	NA	NA
19.7	3.9	quilted_speech	NA	NA
23.6	0.4	quilted_speech	NA	NA
24.0	3.9	nonwords	NA	NA
27.9	3.9	nonwords	NA	NA
31.8	3.9	nonwords	NA	NA
35.7	3.9	nonwords	NA	NA
39.6	0.4	nonwords	NA	NA
40.0	3.9	nonwords	NA	NA
43.9	3.9	nonwords	NA	NA
47.8	3.9	nonwords	NA	NA
51.7	3.9	nonwords	NA	NA
55.6	0.4	nonwords	NA	NA
56.0	3.9	quilted_speech	NA	NA
59.9	3.9	quilted_speech	NA	NA
63.8	3.9	quilted_speech	NA	NA
67.7	3.9	quilted_speech	NA	NA
71.6	0.4	quilted_speech	NA	NA
72.0	8.0	fixation	NA	NA
80.0	3.9	quilted_speech	NA	NA
83.9	3.9	quilted_speech	NA	NA
87.8	3.9	quilted_speech	NA	NA
91.7	3.9	quilted_speech	NA	NA
95.6	0.4	quilted_speech	NA	NA
96.0	3.9	nonwords	NA	NA
99.9	3.9	nonwords	NA	NA
103.8	3.9	nonwords	NA	NA
107.7	3.9	nonwords	NA	NA
111.6	0.4	nonwords	NA	NA
112.0	3.9	nonwords	NA	NA
115.9	3.9	nonwords	NA	NA
119.8	3.9	nonwords	NA	NA
123.7	3.9	nonwords	NA	NA
127.6	0.4	nonwords	NA	NA
128.0	3.9	quilted_speech	NA	NA
131.9	3.9	quilted_speech	NA	NA
135.8	3.9	quilted_speech	NA	NA
139.7	3.9	quilted_speech	NA	NA
143.6	0.4	quilted_speech	NA	NA
144.0	8.0	fixation	NA	NA
