filename	acq_time	operator	randstr
anat/sub-kaneff24_T1w.nii.gz	2000-01-01T00:00:00	samhutch	e08acf78
func/sub-kaneff24_task-speech_run-001_bold.nii.gz	2000-01-01T00:00:01	samhutch	ce636b73
func/sub-kaneff24_task-speech_run-002_bold.nii.gz	2000-01-01T00:00:02	samhutch	86605e69
func/sub-kaneff24_task-foss_run-001_bold.nii.gz	2000-01-01T00:00:03	samhutch	7a494ae5
func/sub-kaneff24_task-foss_run-002_bold.nii.gz	2000-01-01T00:00:04	samhutch	3e31bea6
func/sub-kaneff24_task-foss_run-003_bold.nii.gz	2000-01-01T00:00:05	samhutch	78e82390
func/sub-kaneff24_task-foss_run-004_bold.nii.gz	2000-01-01T00:00:06	samhutch	dc19a737
func/sub-kaneff24_task-lang_run-001_bold.nii.gz	2000-01-01T00:00:07	samhutch	0e26b6ac
func/sub-kaneff24_task-lang_run-002_bold.nii.gz	2000-01-01T00:00:08	samhutch	14caa8a0
